NAME,Year,GEO_ID,Units in All Multi-Family Structures,Units in Single-Family Structures,Units in All Structures
Ashland City,2014.0,1600000US4702180,0.0,4.0,4.0
Ashland City,2015.0,1600000US4702180,0.0,7.0,7.0
Ashland City,2016.0,1600000US4702180,0.0,25.0,25.0
Ashland City,2017.0,1600000US4702180,0.0,63.0,63.0
Ashland City,2018.0,1600000US4702180,0.0,50.0,50.0
Ashland City,2019.0,1600000US4702180,0.0,24.0,24.0
Ashland City,2020.0,1600000US4702180,7.0,16.0,23.0
Ashland City,2021.0,1600000US4702180,147.0,46.0,193.0
Belle Meade,1980.0,1600000US4704620,0.0,0.0,0.0
Belle Meade,1981.0,1600000US4704620,0.0,0.0,0.0
Belle Meade,1982.0,1600000US4704620,0.0,7.0,7.0
Belle Meade,1983.0,1600000US4704620,22.0,10.0,32.0
Belle Meade,1984.0,1600000US4704620,10.0,10.0,20.0
Belle Meade,1985.0,1600000US4704620,0.0,9.0,9.0
Belle Meade,1986.0,1600000US4704620,0.0,12.0,12.0
Belle Meade,1987.0,1600000US4704620,0.0,10.0,10.0
Belle Meade,1988.0,1600000US4704620,0.0,6.0,6.0
Belle Meade,1989.0,1600000US4704620,0.0,9.0,9.0
Belle Meade,1990.0,1600000US4704620,0.0,9.0,9.0
Belle Meade,1991.0,1600000US4704620,0.0,2.0,2.0
Belle Meade,1992.0,1600000US4704620,0.0,3.0,3.0
Belle Meade,1993.0,1600000US4704620,0.0,8.0,8.0
Belle Meade,1994.0,1600000US4704620,0.0,7.0,7.0
Belle Meade,1995.0,1600000US4704620,4.0,8.0,12.0
Belle Meade,1996.0,1600000US4704620,0.0,3.0,3.0
Belle Meade,1997.0,1600000US4704620,0.0,13.0,13.0
Belle Meade,1998.0,1600000US4704620,0.0,5.0,5.0
Belle Meade,1999.0,1600000US4704620,0.0,10.0,10.0
Belle Meade,2000.0,1600000US4704620,0.0,4.0,4.0
Belle Meade,2001.0,1600000US4704620,0.0,9.0,9.0
Belle Meade,2002.0,1600000US4704620,0.0,16.0,16.0
Belle Meade,2003.0,1600000US4704620,0.0,11.0,11.0
Belle Meade,2004.0,1600000US4704620,0.0,10.0,10.0
Belle Meade,2005.0,1600000US4704620,0.0,8.0,8.0
Belle Meade,2006.0,1600000US4704620,0.0,7.0,7.0
Belle Meade,2007.0,1600000US4704620,0.0,8.0,8.0
Belle Meade,2008.0,1600000US4704620,0.0,6.0,6.0
Belle Meade,2009.0,1600000US4704620,0.0,5.0,5.0
Belle Meade,2010.0,1600000US4704620,0.0,2.0,2.0
Belle Meade,2011.0,1600000US4704620,0.0,0.0,0.0
Belle Meade,2012.0,1600000US4704620,0.0,0.0,0.0
Belle Meade,2013.0,1600000US4704620,0.0,8.0,8.0
Belle Meade,2014.0,1600000US4704620,0.0,4.0,4.0
Belle Meade,2015.0,1600000US4704620,0.0,13.0,13.0
Belle Meade,2016.0,1600000US4704620,0.0,7.0,7.0
Belle Meade,2017.0,1600000US4704620,0.0,9.0,9.0
Belle Meade,2018.0,1600000US4704620,0.0,11.0,11.0
Belle Meade,2019.0,1600000US4704620,0.0,7.0,7.0
Belle Meade,2020.0,1600000US4704620,0.0,6.0,6.0
Belle Meade,2021.0,1600000US4704620,0.0,14.0,14.0
Berry Hill,1980.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1981.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1982.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1983.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1984.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1985.0,1600000US4705140,0.0,1.0,1.0
Berry Hill,1986.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1987.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1988.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1989.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1990.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1991.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1992.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1993.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1994.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1995.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1996.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1997.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,1998.0,1600000US4705140,0.0,8.0,8.0
Berry Hill,1999.0,1600000US4705140,0.0,29.0,29.0
Berry Hill,2000.0,1600000US4705140,0.0,5.0,5.0
Berry Hill,2001.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2002.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2003.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2004.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2005.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2006.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2007.0,1600000US4705140,0.0,43.0,43.0
Berry Hill,2008.0,1600000US4705140,0.0,1.0,1.0
Berry Hill,2009.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2010.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2011.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2012.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2013.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2014.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2015.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2016.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2017.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2018.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2019.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2020.0,1600000US4705140,0.0,0.0,0.0
Berry Hill,2021.0,1600000US4705140,0.0,0.0,0.0
Brentwood,1980.0,1600000US4708280,0.0,68.0,68.0
Brentwood,1981.0,1600000US4708280,0.0,54.0,54.0
Brentwood,1982.0,1600000US4708280,0.0,85.0,85.0
Brentwood,1983.0,1600000US4708280,0.0,370.0,370.0
Brentwood,1984.0,1600000US4708280,0.0,218.0,218.0
Brentwood,1985.0,1600000US4708280,0.0,449.0,449.0
Brentwood,1986.0,1600000US4708280,0.0,328.0,328.0
Brentwood,1987.0,1600000US4708280,0.0,250.0,250.0
Brentwood,1988.0,1600000US4708280,0.0,259.0,259.0
Brentwood,1989.0,1600000US4708280,0.0,228.0,228.0
Brentwood,1990.0,1600000US4708280,0.0,160.0,160.0
Brentwood,1991.0,1600000US4708280,0.0,153.0,153.0
Brentwood,1992.0,1600000US4708280,0.0,282.0,282.0
Brentwood,1993.0,1600000US4708280,0.0,351.0,351.0
Brentwood,1994.0,1600000US4708280,0.0,317.0,317.0
Brentwood,1995.0,1600000US4708280,0.0,261.0,261.0
Brentwood,1996.0,1600000US4708280,0.0,276.0,276.0
Brentwood,1997.0,1600000US4708280,0.0,186.0,186.0
Brentwood,1998.0,1600000US4708280,0.0,212.0,212.0
Brentwood,1999.0,1600000US4708280,0.0,198.0,198.0
Brentwood,2000.0,1600000US4708280,0.0,171.0,171.0
Brentwood,2001.0,1600000US4708280,0.0,257.0,257.0
Brentwood,2002.0,1600000US4708280,0.0,458.0,458.0
Brentwood,2003.0,1600000US4708280,0.0,605.0,605.0
Brentwood,2004.0,1600000US4708280,0.0,633.0,633.0
Brentwood,2005.0,1600000US4708280,0.0,458.0,458.0
Brentwood,2006.0,1600000US4708280,0.0,502.0,502.0
Brentwood,2007.0,1600000US4708280,0.0,294.0,294.0
Brentwood,2008.0,1600000US4708280,0.0,104.0,104.0
Brentwood,2009.0,1600000US4708280,0.0,65.0,65.0
Brentwood,2010.0,1600000US4708280,0.0,137.0,137.0
Brentwood,2011.0,1600000US4708280,0.0,232.0,232.0
Brentwood,2012.0,1600000US4708280,0.0,253.0,253.0
Brentwood,2013.0,1600000US4708280,0.0,225.0,225.0
Brentwood,2014.0,1600000US4708280,0.0,251.0,251.0
Brentwood,2015.0,1600000US4708280,0.0,240.0,240.0
Brentwood,2016.0,1600000US4708280,0.0,175.0,175.0
Brentwood,2017.0,1600000US4708280,0.0,185.0,185.0
Brentwood,2018.0,1600000US4708280,0.0,139.0,139.0
Brentwood,2019.0,1600000US4708280,0.0,109.0,109.0
Brentwood,2020.0,1600000US4708280,0.0,141.0,141.0
Brentwood,2021.0,1600000US4708280,0.0,147.0,147.0
Burns,1980.0,1600000US4709880,0.0,0.0,0.0
Burns,1981.0,1600000US4709880,0.0,0.0,0.0
Burns,1982.0,1600000US4709880,0.0,0.0,0.0
Burns,1983.0,1600000US4709880,0.0,0.0,0.0
Burns,1984.0,1600000US4709880,0.0,0.0,0.0
Burns,1985.0,1600000US4709880,0.0,0.0,0.0
Burns,1986.0,1600000US4709880,0.0,0.0,0.0
Burns,1987.0,1600000US4709880,0.0,0.0,0.0
Burns,1988.0,1600000US4709880,0.0,0.0,0.0
Burns,1989.0,1600000US4709880,0.0,0.0,0.0
Burns,1990.0,1600000US4709880,0.0,1.0,1.0
Burns,1991.0,1600000US4709880,0.0,0.0,0.0
Burns,1992.0,1600000US4709880,0.0,7.0,7.0
Burns,1993.0,1600000US4709880,0.0,7.0,7.0
Burns,1994.0,1600000US4709880,0.0,10.0,10.0
Burns,1995.0,1600000US4709880,0.0,3.0,3.0
Burns,1996.0,1600000US4709880,0.0,4.0,4.0
Burns,1997.0,1600000US4709880,2.0,6.0,8.0
Burns,1998.0,1600000US4709880,2.0,5.0,7.0
Burns,1999.0,1600000US4709880,4.0,9.0,13.0
Burns,2000.0,1600000US4709880,4.0,8.0,12.0
Burns,2001.0,1600000US4709880,0.0,9.0,9.0
Burns,2002.0,1600000US4709880,0.0,6.0,6.0
Burns,2003.0,1600000US4709880,0.0,1.0,1.0
Burns,2004.0,1600000US4709880,0.0,2.0,2.0
Burns,2005.0,1600000US4709880,0.0,1.0,1.0
Burns,2006.0,1600000US4709880,0.0,0.0,0.0
Burns,2007.0,1600000US4709880,0.0,0.0,0.0
Burns,2008.0,1600000US4709880,0.0,2.0,2.0
Burns,2009.0,1600000US4709880,0.0,1.0,1.0
Burns,2010.0,1600000US4709880,0.0,0.0,0.0
Burns,2011.0,1600000US4709880,0.0,0.0,0.0
Burns,2012.0,1600000US4709880,0.0,0.0,0.0
Burns,2013.0,1600000US4709880,0.0,1.0,1.0
Burns,2014.0,1600000US4709880,0.0,2.0,2.0
Burns,2015.0,1600000US4709880,0.0,6.0,6.0
Burns,2016.0,1600000US4709880,0.0,11.0,11.0
Burns,2017.0,1600000US4709880,0.0,12.0,12.0
Burns,2018.0,1600000US4709880,0.0,13.0,13.0
Burns,2019.0,1600000US4709880,0.0,45.0,45.0
Burns,2020.0,1600000US4709880,0.0,42.0,42.0
Burns,2021.0,1600000US4709880,0.0,51.0,51.0
Cedar Hill,,1600000US4711980,,,
Charlotte,1980.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1981.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1982.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1983.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1984.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1985.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1986.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1987.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1988.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1989.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1990.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1991.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1992.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1993.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1994.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1995.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1996.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1997.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1998.0,1600000US4713080,0.0,0.0,0.0
Charlotte,1999.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2000.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2001.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2002.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2003.0,1600000US4713080,0.0,1.0,1.0
Charlotte,2004.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2005.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2006.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2007.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2008.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2009.0,1600000US4713080,0.0,3.0,3.0
Charlotte,2010.0,1600000US4713080,0.0,1.0,1.0
Charlotte,2011.0,1600000US4713080,0.0,1.0,1.0
Charlotte,2012.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2013.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2014.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2015.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2016.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2017.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2018.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2019.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2020.0,1600000US4713080,0.0,0.0,0.0
Charlotte,2021.0,1600000US4713080,0.0,0.0,0.0
Cheatham County,1980.0,0500000US47021,0.0,154.0,154.0
Cheatham County,1981.0,0500000US47021,0.0,104.0,104.0
Cheatham County,1982.0,0500000US47021,0.0,123.0,123.0
Cheatham County,1983.0,0500000US47021,4.0,150.0,154.0
Cheatham County,1984.0,0500000US47021,0.0,167.0,167.0
Cheatham County,1985.0,0500000US47021,9.0,265.0,274.0
Cheatham County,1986.0,0500000US47021,18.0,341.0,359.0
Cheatham County,1987.0,0500000US47021,4.0,425.0,429.0
Cheatham County,1988.0,0500000US47021,15.0,359.0,374.0
Cheatham County,1989.0,0500000US47021,4.0,317.0,321.0
Cheatham County,1990.0,0500000US47021,12.0,323.0,335.0
Cheatham County,1991.0,0500000US47021,3.0,279.0,282.0
Cheatham County,1992.0,0500000US47021,12.0,288.0,300.0
Cheatham County,1993.0,0500000US47021,0.0,338.0,338.0
Cheatham County,1994.0,0500000US47021,0.0,376.0,376.0
Cheatham County,1995.0,0500000US47021,8.0,439.0,447.0
Cheatham County,1996.0,0500000US47021,11.0,470.0,481.0
Cheatham County,1997.0,0500000US47021,53.0,503.0,556.0
Cheatham County,1998.0,0500000US47021,73.0,296.0,369.0
Cheatham County,1999.0,0500000US47021,134.0,237.0,371.0
Cheatham County,2000.0,0500000US47021,46.0,190.0,236.0
Cheatham County,2001.0,0500000US47021,70.0,182.0,252.0
Cheatham County,2002.0,0500000US47021,70.0,255.0,325.0
Cheatham County,2003.0,0500000US47021,118.0,249.0,367.0
Cheatham County,2004.0,0500000US47021,54.0,237.0,291.0
Cheatham County,2005.0,0500000US47021,12.0,246.0,258.0
Cheatham County,2006.0,0500000US47021,8.0,287.0,295.0
Cheatham County,2007.0,0500000US47021,0.0,231.0,231.0
Cheatham County,2008.0,0500000US47021,0.0,142.0,142.0
Cheatham County,2009.0,0500000US47021,221.0,61.0,282.0
Cheatham County,2010.0,0500000US47021,0.0,50.0,50.0
Cheatham County,2011.0,0500000US47021,7.0,38.0,45.0
Cheatham County,2012.0,0500000US47021,0.0,49.0,49.0
Cheatham County,2013.0,0500000US47021,0.0,61.0,61.0
Cheatham County,2014.0,0500000US47021,0.0,107.0,107.0
Cheatham County,2015.0,0500000US47021,0.0,121.0,121.0
Cheatham County,2016.0,0500000US47021,0.0,173.0,173.0
Cheatham County,2017.0,0500000US47021,0.0,293.0,293.0
Cheatham County,2018.0,0500000US47021,0.0,292.0,292.0
Cheatham County,2019.0,0500000US47021,0.0,344.0,344.0
Cheatham County,2020.0,0500000US47021,7.0,250.0,257.0
Cheatham County,2021.0,0500000US47021,147.0,260.0,407.0
Cheatham Incorporated,,None,,,
Cheatham Unincorporated,1980.0,None,0.0,154.0,154.0
Cheatham Unincorporated,1981.0,None,0.0,104.0,104.0
Cheatham Unincorporated,1982.0,None,0.0,119.0,119.0
Cheatham Unincorporated,1983.0,None,0.0,148.0,148.0
Cheatham Unincorporated,1984.0,None,0.0,162.0,162.0
Cheatham Unincorporated,1985.0,None,9.0,227.0,236.0
Cheatham Unincorporated,1986.0,None,18.0,304.0,322.0
Cheatham Unincorporated,1987.0,None,4.0,391.0,395.0
Cheatham Unincorporated,1988.0,None,15.0,339.0,354.0
Cheatham Unincorporated,1989.0,None,4.0,307.0,311.0
Cheatham Unincorporated,1990.0,None,4.0,223.0,227.0
Cheatham Unincorporated,1991.0,None,0.0,214.0,214.0
Cheatham Unincorporated,1992.0,None,0.0,246.0,246.0
Cheatham Unincorporated,1993.0,None,0.0,269.0,269.0
Cheatham Unincorporated,1994.0,None,0.0,260.0,260.0
Cheatham Unincorporated,1995.0,None,0.0,327.0,327.0
Cheatham Unincorporated,1996.0,None,4.0,356.0,360.0
Cheatham Unincorporated,1997.0,None,2.0,389.0,391.0
Cheatham Unincorporated,1998.0,None,0.0,245.0,245.0
Cheatham Unincorporated,1999.0,None,0.0,177.0,177.0
Cheatham Unincorporated,2000.0,None,0.0,102.0,102.0
Cheatham Unincorporated,2001.0,None,0.0,129.0,129.0
Cheatham Unincorporated,2002.0,None,0.0,166.0,166.0
Cheatham Unincorporated,2003.0,None,0.0,165.0,165.0
Cheatham Unincorporated,2004.0,None,4.0,139.0,143.0
Cheatham Unincorporated,2005.0,None,0.0,108.0,108.0
Cheatham Unincorporated,2006.0,None,0.0,138.0,138.0
Cheatham Unincorporated,2007.0,None,0.0,103.0,103.0
Cheatham Unincorporated,2008.0,None,0.0,80.0,80.0
Cheatham Unincorporated,2009.0,None,0.0,42.0,42.0
Cheatham Unincorporated,2010.0,None,0.0,35.0,35.0
Cheatham Unincorporated,2011.0,None,0.0,30.0,30.0
Cheatham Unincorporated,2012.0,None,0.0,44.0,44.0
Cheatham Unincorporated,2013.0,None,0.0,45.0,45.0
Cheatham Unincorporated,2014.0,None,0.0,73.0,73.0
Cheatham Unincorporated,2015.0,None,0.0,81.0,81.0
Cheatham Unincorporated,2016.0,None,0.0,109.0,109.0
Cheatham Unincorporated,2017.0,None,0.0,112.0,112.0
Cheatham Unincorporated,2018.0,None,0.0,141.0,141.0
Cheatham Unincorporated,2019.0,None,0.0,201.0,201.0
Cheatham Unincorporated,2020.0,None,0.0,116.0,116.0
Cheatham Unincorporated,2021.0,None,0.0,100.0,100.0
Clarksville,1980.0,1600000US4715160,38.0,515.0,553.0
Clarksville,1981.0,1600000US4715160,54.0,103.0,157.0
Clarksville,1982.0,1600000US4715160,416.0,325.0,741.0
Clarksville,1983.0,1600000US4715160,328.0,586.0,914.0
Clarksville,1984.0,1600000US4715160,297.0,420.0,717.0
Clarksville,1985.0,1600000US4715160,214.0,555.0,769.0
Clarksville,1986.0,1600000US4715160,248.0,669.0,917.0
Clarksville,1987.0,1600000US4715160,295.0,676.0,971.0
Clarksville,1988.0,1600000US4715160,270.0,616.0,886.0
Clarksville,1989.0,1600000US4715160,337.0,584.0,921.0
Clarksville,1990.0,1600000US4715160,108.0,515.0,623.0
Clarksville,1991.0,1600000US4715160,106.0,793.0,899.0
Clarksville,1992.0,1600000US4715160,135.0,884.0,1019.0
Clarksville,1993.0,1600000US4715160,371.0,1002.0,1373.0
Clarksville,1994.0,1600000US4715160,502.0,863.0,1365.0
Clarksville,1995.0,1600000US4715160,413.0,892.0,1305.0
Clarksville,1996.0,1600000US4715160,366.0,908.0,1274.0
Clarksville,1997.0,1600000US4715160,338.0,756.0,1094.0
Clarksville,1998.0,1600000US4715160,111.0,865.0,976.0
Clarksville,1999.0,1600000US4715160,88.0,849.0,937.0
Clarksville,2000.0,1600000US4715160,377.0,628.0,1005.0
Clarksville,2001.0,1600000US4715160,480.0,692.0,1172.0
Clarksville,2002.0,1600000US4715160,343.0,806.0,1149.0
Clarksville,2003.0,1600000US4715160,589.0,987.0,1576.0
Clarksville,2004.0,1600000US4715160,412.0,1550.0,1962.0
Clarksville,2005.0,1600000US4715160,775.0,1374.0,2149.0
Clarksville,2006.0,1600000US4715160,1085.0,1437.0,2522.0
Clarksville,2007.0,1600000US4715160,535.0,1038.0,1573.0
Clarksville,2008.0,1600000US4715160,418.0,635.0,1053.0
Clarksville,2009.0,1600000US4715160,181.0,859.0,1040.0
Clarksville,2010.0,1600000US4715160,760.0,675.0,1435.0
Clarksville,2011.0,1600000US4715160,510.0,996.0,1506.0
Clarksville,2012.0,1600000US4715160,421.0,937.0,1358.0
Clarksville,2013.0,1600000US4715160,580.0,779.0,1359.0
Clarksville,2014.0,1600000US4715160,137.0,850.0,987.0
Clarksville,2015.0,1600000US4715160,68.0,688.0,756.0
Clarksville,2016.0,1600000US4715160,256.0,788.0,1044.0
Clarksville,2017.0,1600000US4715160,227.0,806.0,1033.0
Clarksville,2018.0,1600000US4715160,269.0,669.0,938.0
Clarksville,2019.0,1600000US4715160,160.0,1428.0,1588.0
Clarksville,2020.0,1600000US4715160,321.0,1927.0,2248.0
Clarksville,2021.0,1600000US4715160,1813.0,1452.0,3265.0
Columbia,1980.0,1600000US4716540,88.0,37.0,125.0
Columbia,1981.0,1600000US4716540,0.0,27.0,27.0
Columbia,1982.0,1600000US4716540,2.0,9.0,11.0
Columbia,1983.0,1600000US4716540,58.0,86.0,144.0
Columbia,1984.0,1600000US4716540,34.0,63.0,97.0
Columbia,1985.0,1600000US4716540,182.0,144.0,326.0
Columbia,1986.0,1600000US4716540,115.0,140.0,255.0
Columbia,1987.0,1600000US4716540,80.0,128.0,208.0
Columbia,1988.0,1600000US4716540,177.0,185.0,362.0
Columbia,1989.0,1600000US4716540,26.0,207.0,233.0
Columbia,1990.0,1600000US4716540,6.0,219.0,225.0
Columbia,1991.0,1600000US4716540,66.0,201.0,267.0
Columbia,1992.0,1600000US4716540,0.0,1.0,1.0
Columbia,1993.0,1600000US4716540,0.0,0.0,0.0
Columbia,1994.0,1600000US4716540,0.0,126.0,126.0
Columbia,1995.0,1600000US4716540,10.0,163.0,173.0
Columbia,1996.0,1600000US4716540,50.0,198.0,248.0
Columbia,1997.0,1600000US4716540,258.0,140.0,398.0
Columbia,1998.0,1600000US4716540,0.0,95.0,95.0
Columbia,1999.0,1600000US4716540,0.0,115.0,115.0
Columbia,2000.0,1600000US4716540,0.0,116.0,116.0
Columbia,2001.0,1600000US4716540,0.0,118.0,118.0
Columbia,2002.0,1600000US4716540,40.0,139.0,179.0
Columbia,2003.0,1600000US4716540,98.0,133.0,231.0
Columbia,2004.0,1600000US4716540,158.0,149.0,307.0
Columbia,2005.0,1600000US4716540,10.0,159.0,169.0
Columbia,2006.0,1600000US4716540,130.0,200.0,330.0
Columbia,2007.0,1600000US4716540,0.0,155.0,155.0
Columbia,2008.0,1600000US4716540,6.0,121.0,127.0
